tile_name, IGNEOUS,METAMORPHIC, MINERAL,SEDIMENTARY
NY6615,0,0,0,11.11
NY6616,0,0,0,4.76
NY6617,0,0,0,5
NY6618,0,0,0,16.67
NY6619,0,0,0,33.33
NY6620,0,0,0,50
NY6621,0,0,0,50
NY6622,0,0,0,100
NY6623,0,0,0,100
NY6624,0,0,0,33.33
NY6625,0,0,0,2.27
NY6626,0,0,0,3.33
NY6627,0,0,0,50
NY6628,0,0,0,6.25
NY6629,0,0,0,1.96
NY6630,0,0,0,5.26
NY6631,0.71,0,0,5.17
NY6632,0.71,0,0,1.79
NY6633,0.11,0,0,6.14
NY6634,0.25,0,0,3.91
NY6635,0.1,0,0,2.75
NY6636,0,0,0,7.69
NY6637,0,0,0,9.09
NY6638,1.13,0,0,4.76
NY6639,0.03,0,0,5.24
NY6640,0,0,0,5.56
NY6641,0,0,0,3.85
NY6642,0,0,0,5.56
NY6643,0,0,0,3.12
NY6644,0,0,0,2.17
NY6645,0,0,0,4.76
NY6646,0,0,0,4.76
NY6647,0,0,0,5.88
NY6648,0,0,0,3.7
NY6649,0,0,0,4.55
NY6650,0,0,0,3.45
NY6651,0,0,0,3.85
NY6652,0,0,0,6.25
NY6653,0,0,0,14.29
NY6654,0,0,0,11.11
NY6655,0,0,0,20
NY6656,0,0,0,16.67
NY6657,0,0,0,33.33
NY6658,0.07,0,0,19.93
NY6659,0,0,0,100
NY6660,0,0,0,25
NY6661,0,0,0,25
NY6662,0.28,0,0,8.81
NY6663,0,0,0,8.33
NY6664,0,0,0,8.33
NY6665,0.62,0,0,3.55
NY6666,0.07,0,0,8.26
NY6667,0,0,0,4.76
NY6668,0,0,0,12.5
NY6669,0,0,0,50
NY6670,0,0,0,8.33
NY6671,0,0,0,7.69
NY6672,0,0,0,25
NY6673,0,0,0,50
NY6674,0,0,0,100
NY6675,0,0,0,100
NY6676,0,0,0,100
NY6677,0,0,0,33.33
NY6678,0,0,0,50
NY6679,0,0,0,50
NY6680,0,0,0,6.67
NY6681,0,0,0,10
NY6682,0,0,0,2.7
NY6683,0,0,0,3.7
NY6684,0,0,0,3.57
NY6685,0,0,0,5.56
NY6686,0,0,0,20
NY6687,0,0,0,33.33
NY6688,0.19,0,0,24.81
NY6689,0,0,0,25
NY6690,0,0,0,100
NY6691,0,0,0,100
NY6692,0.3,0,0,9.7
NY6693,0,0,0,50
NY6694,0,0,0,50
NY6695,0,0,0,10
NY6696,0,0,0,25
NY6697,0,0,0,100
NY6698,0.11,0,0,12.39
NY6699,0.21,0,0,6.93
NY6700,0,0,0,33.33
NY6701,0,0,0,33.33
NY6702,0,0,0,14.29
NY6703,0,0,0,20
NY6704,0,0,0,25
NY6705,0,0,0,25
NY6706,0,0,0,25
NY6707,0,0,0,6.67
NY6708,0,0,0,14.29
NY6709,0,0,0,25
NY6710,0,0,0,100
NY6711,0,0,0,100
NY6712,0,0,0,12.5
NY6713,0,0,0,6.25
NY6714,0,0,0,8.33
NY6715,0,0,0,5.26
NY6716,0,0,0,7.69
NY6717,0,0,0,6.25
NY6718,0,0,0,25
NY6719,0,0,0,33.33
NY6720,0,0,0,50
NY6721,0,0,0,33.33
NY6722,0,0,0,50
NY6723,0,0,0,100
NY6724,0,0,0,10
NY6725,0,0,0,2.56
NY6726,0,0,0,33.33
NY6727,0,0,0,25
NY6728,1.81,0,0,4.45
NY6729,0.53,0,0,4.02
NY6730,0.32,0,0,4.94
NY6731,0.78,0,0,3.76
NY6732,0.16,0,0,4.19
NY6733,0.32,0,0,3.84
NY6734,0.08,0,0,3.76
NY6735,0,0,0,3.03
NY6736,0,0,0,5
NY6737,0,0,0,8.33
NY6738,0.71,0,0,3.46
NY6739,0.05,0,0,3.17
NY6740,0,0,0,5.56
NY6741,0,0,0,4.76
NY6742,0,0,0,2.22
NY6743,0,0,0,2.56
NY6744,0,0,0,4.17
NY6745,0,0,0,6.67
NY6746,0,0,0,3.03
NY6747,0,0,0,3.33
NY6748,0,0,0,2.27
NY6749,0,0,0,3.85
NY6750,0,0,0,6.25
NY6751,0,0,0,12.5
NY6752,0,0,0,12.5
NY6753,0,0,0,11.11
NY6754,0,0,0,16.67
NY6755,0,0,0,16.67
NY6756,0,0,0,14.29
NY6757,0,0,0,12.5
NY6758,1.36,0,0,9.75
NY6759,0,0,0,33.33
NY6760,0,0,0,20
NY6761,0,0,0,25
NY6762,0.43,0,0,13.86
NY6763,0,0,0,6.25
NY6764,0,0,0,12.5
NY6765,0.02,0,0,3.69
NY6766,1.03,0,0,3.97
NY6767,0,0,0,3.45
NY6768,0.01,0,0,7.14
NY6769,0,0,0,33.33
NY6770,0,0,0,100
NY6771,0,0,0,9.09
NY6772,0,0,0,8.33
NY6773,0,0,0,33.33
NY6774,0,0,0,25
NY6775,0,0,0,20
NY6776,0,0,0,33.33
NY6777,0,0,0,50
NY6778,0,0,0,100
NY6779,0,0,0,100
NY6780,0,0,0,6.67
NY6781,0,0,0,5.26
NY6782,0,0,0,5.56
NY6783,0,0,0,16.67
NY6784,0,0,0,10
NY6785,0,0,0,6.25
NY6786,0,0,0,16.67
NY6787,0,0,0,25
NY6788,0.98,0,0,24.02
NY6789,0,0,0,33.33
NY6790,0,0,0,100
NY6791,0,0,0,33.33
NY6792,0,0,0,20
NY6793,0,0,0,50
NY6794,0,0,0,100
NY6795,0,0,0,25
NY6796,0,0,0,16.67
NY6797,0,0,0,20
NY6798,0.64,0,0,16.03
NY6799,0,0,0,14.29
NY6800,0,0,0,7.14
NY6801,0,0,0,10
NY6802,0,0,0,25
NY6803,0,0,0,9.09
NY6804,0,0,0,12.5
NY6805,0,0,0,14.29
NY6806,0,0,0,11.11
NY6807,0,0,0,7.69
NY6808,0,0,0,16.67
NY6809,0,0,0,14.29
NY6810,0,0,0,20
NY6811,0,0,0,10
NY6812,0,0,0,6.25
NY6813,0,0,0,4.55
NY6814,0,0,0,5
NY6815,0,0,0,6.25
NY6816,0,0,0,6.67
NY6817,0,0,0,8.33
NY6818,0,0,0,50
NY6819,0,0,0,100
NY6820,0,0,0,50
NY6821,0,0,0,50
NY6822,0,0,0,50
NY6823,0,0,0,7.69
NY6824,0,0,0,6.67
NY6825,0,0,0,50
NY6826,0,0,0,14.29
NY6827,0.49,0,0,3.5
NY6828,4.19,0,0,3.5
NY6829,0.62,0,0,11.88
NY6830,0.93,0,0,4.62
NY6831,0.15,0,0,5.73
NY6832,0.22,0,0,3.95
NY6833,0.06,0,0,3.38
NY6834,0,0,0,5
NY6835,0,0,0,4.76
NY6836,0,0,0,8.33
NY6837,0,0,0,10
NY6838,0.01,0,0,8.32
NY6839,0.1,0,0,2.12
NY6840,0.01,0,0,1.78
NY6841,0,0,0,1.89
NY6842,0,0,0,4.35
NY6843,0,0,0,5.88
NY6844,0,0,0,3.85
NY6845,0,0,0,3.57
NY6846,0.16,0,0,2.97
NY6847,0,0,0,2.04
NY6848,0,0,0,2.33
NY6849,0,0,0,7.14
NY6850,0,0,0,20
NY6851,0,0,0,5.88
NY6852,0,0,0,6.25
NY6853,0,0,0,5
NY6854,0,0,0,6.25
NY6855,0,0,0,10
NY6856,0,0,0,6.25
NY6857,0,0,0,4.35
NY6858,0,0,0,5.88
NY6859,0,0,0,25
NY6860,0,0,0,16.67
NY6861,0,0,0,16.67
NY6862,0.16,0,0,5.11
NY6863,0,0,0,11.11
NY6864,0,0,0,50
NY6865,0,0,0,4
NY6866,0.68,0,0,2.26
NY6867,0.02,0,0,4.14
NY6868,0.01,0,0,6.66
NY6869,0,0,0,50
NY6870,0,0,0,33.33
NY6871,0,0,0,33.33
NY6872,0,0,0,3.7
NY6873,0,0,0,11.11
NY6874,0,0,0,5
NY6875,0,0,0,3.7
NY6876,0,0,0,9.09
NY6877,0,0,0,33.33
NY6878,0,0,0,33.33
NY6879,0,0,0,12.5
NY6880,0,0,0,8.33
NY6881,0,0,0,4
NY6882,0,0,0,7.69
NY6883,0,0,0,14.29
NY6884,0,0,0,25
NY6885,0,0,0,9.09
NY6886,0,0,0,7.69
NY6887,0,0,0,25
NY6888,2.92,0,0,47.08
NY6889,0,0,0,50
NY6890,0,0,0,50
NY6891,0,0,0,33.33
NY6892,0,0,0,50
NY6893,0,0,0,50
NY6894,0,0,0,100
NY6895,0,0,0,100
NY6896,0,0,0,33.33
NY6897,0.09,0,0,9
NY6898,0.25,0,0,9.75
NY6899,0,0,0,25
NY6900,0,0,0,7.69
NY6901,0,0,0,33.33
NY6902,0,0,0,100
NY6903,0,0,0,25
NY6904,0,0,0,25
NY6905,0,0,0,11.11
NY6906,0,0,0,8.33
NY6907,0,0,0,11.11
NY6908,0,0,0,12.5
NY6909,0,0,0,5.88
NY6910,0,0,0,6.67
NY6911,0,0,0,7.14
NY6912,0,0,0,6.25
NY6913,0,0,0,4.76
NY6914,0,0,0,5.88
NY6915,0,0,0,5
NY6916,0,0,0,8.33
NY6917,0,0,0,33.33
NY6918,0,0,0,50
NY6919,0,0,0,50
NY6920,0,0,0,50
NY6921,0,0,0,50
NY6922,0,0,0,50
NY6923,0,0,0,5.88
NY6924,0.79,0,0,10.32
NY6925,0,0,0,16.67
NY6926,1.74,0,0,3.03
NY6927,0.24,0,0,5.64
NY6928,0.21,0,0,6.45
NY6929,0.02,0,0,3.98
NY6930,0.3,0,0,4.25
NY6931,0.13,0,0,1.75
NY6932,0.14,0,0,1.27
NY6933,0,0,0,1.92
NY6934,0,0,0,4.17
NY6935,0,0,0,3.57
NY6936,0,0,0,3.7
NY6937,0.01,0,0,4.76
NY6938,0.9,0,0,4.98
NY6939,0,0,0,2.13
NY6940,0,0,0,4.17
NY6941,0,0,0,4
NY6942,0,0,0,3.33
NY6943,0,0,0,4.17
NY6944,0,0,0,4.76
NY6945,0,0,0,2.86
NY6946,0,0,0,3.84
NY6947,0,0,0,3.12
NY6948,0,0,0,2.94
NY6949,0,0,0,8.33
NY6950,0,0,0,7.14
NY6951,0,0,0,2.94
NY6952,0,0,0,7.14
NY6953,0,0,0,14.29
NY6954,0,0,0,9.09
NY6955,0,0,0,5.88
NY6956,0,0,0,5.56
NY6957,0,0,0,6.25
NY6958,0,0,0,6.25
NY6959,0,0,0,12.5
NY6960,0,0,0,7.69
NY6961,0,0,0,6.25
NY6962,0.12,0,0,4.04
NY6963,0,0,0,14.29
NY6964,0,0,0,20
NY6965,0,0,0,5.26
NY6966,1.45,0,0,4.1
NY6967,0,0,0,5.26
NY6968,0,0,0,5.56
NY6969,0,0,0,11.11
NY6970,0,0,0,20
NY6971,0,0,0,50
NY6972,0,0,0,6.67
NY6973,0,0,0,7.14
NY6974,0,0,0,33.33
NY6975,0,0,0,20
NY6976,0,0,0,11.11
NY6977,0,0,0,14.29
NY6978,0.02,0,0,8.32
NY6979,0,0,0,3.85
NY6980,0,0,0,2.7
NY6981,0,0,0,3.45
NY6982,0,0,0,11.11
NY6983,0,0,0,5.56
NY6984,0,0,0,3.45
NY6985,0,0,0,4
NY6986,0,0,0,1.96
NY6987,0,0,0,6.25
NY6988,0.32,0,0,13.97
NY6989,0.53,0,0,16.14
NY6990,0,0,0,20
NY6991,0,0,0,16.67
NY6992,0,0,0,20
NY6993,0,0,0,25
NY6994,0,0,0,50
NY6995,0,0,0,50
NY6996,0,0,0,25
NY6997,0.27,0,0,12.23
NY6998,0,0,0,33.33
NY6999,0,0,0,25
NY7000,0,0,0,12.5
NY7001,0,0,0,14.29
NY7002,0,0,0,33.33
NY7003,0,0,0,12.5
NY7004,0,0,0,11.11
NY7005,0,0,0,10
NY7006,0,0,0,4.17
NY7007,0,0,0,14.29
NY7008,0,0,0,16.67
NY7009,0,0,0,11.11
NY7010,0,0,0,12.5
NY7011,0,0,0,7.69
NY7012,0,0,0,33.33
NY7013,0,0,0,20
NY7014,0,0,0,7.69
NY7015,0,0,0,14.29
NY7016,0,0,0,100
NY7017,0,0,0,100
NY7018,0,0,0,100
NY7019,0,0,0,100
NY7020,0,0,0,100
NY7021,0,0,0,100
NY7022,0,0,0,25
NY7023,0.31,0,0,9.69
NY7024,2.84,0,0,6.26
NY7025,0,0,0,10
NY7026,1.79,0,0,7.3
NY7027,0,0,0,4.76
NY7028,0.11,0,0,5.15
NY7029,0.19,0,0,2.03
NY7030,0.62,0,0,4.14
NY7031,0,0,0,4
NY7032,0,0,0,2.78
NY7033,0,0,0,10
NY7034,0,0,0,9.09
NY7035,0,0,0,12.5
NY7036,0,0,0,8.33
NY7037,0,0,0,12.5
NY7038,0.53,0,0,6.14
NY7039,0,0,0,50
NY7040,0,0,0,25
NY7041,0,0,0,8.33
NY7042,0,0,0,10
NY7043,0,0,0,8.33
NY7044,0,0,0,7.69
NY7045,0,0,0,6.67
NY7046,0,0,0,5.56
NY7047,0,0,0,12.5
NY7048,0,0,0,4.55
NY7049,0,0,0,8.33
NY7050,0,0,0,12.5
NY7051,0,0,0,16.67
NY7052,0,0,0,9.09
NY7053,0,0,0,50
NY7054,0,0,0,20
NY7055,0,0,0,25
NY7056,0,0,0,100
NY7057,0,0,0,50
NY7058,0,0,0,25
NY7059,0,0,0,7.14
NY7060,0,0,0,9.09
NY7061,0,0,0,12.5
NY7062,0.05,0,0,19.95
NY7063,1.01,0,0,48.99
NY7064,0,0,0,50
NY7065,0,0,0,12.5
NY7066,3.96,0,0,10.33
NY7067,0,0,0,8.33
NY7068,0,0,0,16.67
NY7069,0,0,0,9.09
NY7070,0,0,0,25
NY7071,0,0,0,100
NY7072,0,0,0,33.33
NY7073,0,0,0,7.69
NY7074,0,0,0,16.67
NY7075,0,0,0,12.5
NY7076,0,0,0,5.88
NY7077,0,0,0,12.5
NY7078,0,0,0,11.11
NY7079,0,0,0,5
NY7080,0,0,0,4
NY7081,0,0,0,8.33
NY7082,0,0,0,100
NY7083,0,0,0,14.29
NY7084,0,0,0,9.09
NY7085,0,0,0,16.67
NY7086,0,0,0,7.14
NY7087,0,0,0,12.5
NY7088,0,0,0,50
NY7089,0.92,0,0,19.08
NY7090,0,0,0,33.33
NY7091,0,0,0,50
NY7092,0,0,0,50
NY7093,0,0,0,50
NY7094,0,0,0,100
NY7095,0,0,0,50
NY7096,0,0,0,50
NY7097,0,0,0,33.33
NY7098,0,0,0,33.33
NY7099,0,0,0,100
NY7100,0,0,0,16.67
NY7101,0,0,0,9.09
NY7102,0,0,0,16.67
NY7103,0,0,0,20
NY7104,0,0,0,11.11
NY7105,0,0,0,5.88
NY7106,0,0,0,4.76
NY7107,0,0,0,14.29
NY7108,0,0,0,12.5
NY7109,0,0,0,9.09
NY7110,0,0,0,7.14
NY7111,0,0,0,6.25
NY7112,0,0,0,16.67
NY7113,0,0,0,16.67
NY7114,0,0,0,20
NY7115,0,0,0,25
NY7116,0,0,0,100
NY7117,0,0,0,100
NY7118,0,0,0,100
NY7119,0,0,0,100
NY7120,0,0,0,50
NY7121,0,0,0,25
NY7122,0,0,0,16.67
NY7123,1.04,0,0,6.1
NY7124,2.2,0,0,2.8
NY7125,0.41,0,0,5.85
NY7126,0.02,0,0,5.86
NY7127,0.19,0,0,2.04
NY7128,0.34,0,0,3.83
NY7129,0.01,0,0,2.7
NY7130,0,0,0,2.94
NY7131,0,0,0,4.76
NY7132,0,0,0,5.88
NY7133,0,0,0,14.29
NY7134,0,0,0,12.5
NY7135,0,0,0,20
NY7136,0,0,0,11.11
NY7137,0,0,0,12.5
NY7138,0,0,0,6.67
NY7139,0,0,0,50
NY7140,0,0,0,14.29
NY7141,0,0,0,12.5
NY7142,0,0,0,7.69
NY7143,0,0,0,12.5
NY7144,0,0,0,10
NY7145,0,0,0,11.11
NY7146,0,0,0,4.17
NY7147,0,0,0,4
NY7148,0,0,0,4.35
NY7149,0,0,0,5.56
NY7150,0,0,0,50
NY7151,0,0,0,16.67
NY7152,0,0,0,14.29
NY7153,0,0,0,50
NY7154,0,0,0,50
NY7155,0,0,0,100
NY7156,0,0,0,100
NY7157,0,0,0,33.33
NY7158,0,0,0,14.29
NY7159,0,0,0,11.11
NY7160,0,0,0,20
NY7161,0,0,0,25
NY7162,0,0,0,25
NY7163,0,0,0,100
NY7164,0,0,0,100
NY7165,0,0,0,9.09
NY7166,1.25,0,0,7.09
NY7167,0,0,0,8.33
NY7168,0,0,0,25
NY7169,0,0,0,6.67
NY7170,0,0,0,11.11
NY7171,0,0,0,33.33
NY7172,0,0,0,33.33
NY7173,0,0,0,11.11
NY7174,0,0,0,7.14
NY7175,0,0,0,7.69
NY7176,0,0,0,8.33
NY7177,0,0,0,10
NY7178,0,0,0,14.29
NY7179,0,0,0,14.29
NY7180,0,0,0,7.69
NY7181,0,0,0,6.67
NY7182,0,0,0,7.14
NY7183,0,0,0,3.33
NY7184,0,0,0,7.14
NY7185,0,0,0,25
NY7186,0,0,0,16.67
NY7187,0,0,0,14.29
NY7188,0,0,0,33.33
NY7189,0.08,0,0,14.2
NY7190,1.46,0,0,23.54
NY7191,0,0,0,100
NY7192,0,0,0,100
NY7193,0,0,0,100
NY7194,0,0,0,100
NY7195,0,0,0,100
NY7196,0,0,0,100
NY7197,0,0,0,100
NY7198,0,0,0,25
NY7199,0,0,0,50
NY7200,0,0,0,10
NY7201,0,0,0,14.29
NY7202,0,0,0,14.29
NY7203,0,0,0,12.5
NY7204,0,0,0,4.17
NY7205,0,0,0,4.55
NY7206,0,0,0,7.69
NY7207,0,0,0,12.5
NY7208,0,0,0,14.29
NY7209,0,0,0,7.14
NY7210,0,0,0,7.14
NY7211,0,0,0,7.69
NY7212,0,0,0,20
NY7213,0,0,0,20
NY7214,0,0,0,25
NY7215,0,0,0,25
NY7216,0,0,0,100
NY7217,0,0,0,100
NY7218,0,0,0,33.33
NY7219,0,0,0,20
NY7220,0,0,0,25
NY7221,0,0,0,33.33
NY7222,0,0,0,20
NY7223,0.13,0,0,14.16
NY7224,0.03,0,0,14.26
NY7225,0.33,0,0,4.43
NY7226,0.47,0,0,6.2
NY7227,0,0,0,4.55
NY7228,0,0,0,4.76
NY7229,0,0,0,4.76
NY7230,0,0,0,9.09
NY7231,0,0,0,3.85
NY7232,0,0,0,14.29
NY7233,0,0,0,20
NY7234,0,0,0,14.29
NY7235,0,0,0,11.11
NY7236,0.03,0,0,5.52
NY7237,0,0,0,12.5
NY7238,0,0,0,5.26
NY7239,0,0,0,33.33
NY7240,0,0,0,14.29
NY7241,0,0,0,3.23
NY7242,0,0,0,4.76
NY7243,0,0,0,3.85
NY7244,0,0,0,10
NY7245,0,0,0,10
NY7246,0,0,0,7.14
NY7247,0,0,0,5
NY7248,0,0,0,6.25
NY7249,0,0,0,5.26
NY7250,0,0,0,14.29
NY7251,0,0,0,33.33
NY7252,0,0,0,20
NY7253,0,0,0,100
NY7254,0,0,0,100
NY7255,0,0,0,100
NY7256,0,0,0,100
NY7257,0,0,0,50
NY7258,0,0,0,16.67
NY7259,0,0,0,16.67
NY7260,0,0,0,14.29
NY7261,0,0,0,20
NY7262,0,0,0,25
NY7263,0,0,0,50
NY7264,0,0,0,50
NY7265,0,0,0,14.29
NY7266,1.15,0,0,5.52
NY7267,0.05,0,0,5.83
NY7268,0,0,0,12.5
NY7269,0,0,0,5.56
NY7270,0,0,0,10
NY7271,0,0,0,33.33
NY7272,0,0,0,16.67
NY7273,0,0,0,20
NY7274,0,0,0,6.67
NY7275,0,0,0,2.94
NY7276,0,0,0,5.88
NY7277,0,0,0,20
NY7278,0,0,0,11.11
NY7279,0,0,0,4.17
NY7280,0,0,0,16.67
NY7281,0,0,0,10
NY7282,0,0,0,5
NY7283,0,0,0,4.35
NY7284,0,0,0,5.56
NY7285,0,0,0,10
NY7286,0,0,0,10
NY7287,0,0,0,14.29
NY7288,0,0,0,25
NY7289,0,0,0,25
NY7290,1.51,0,0,23.49
NY7291,0,0,0,100
NY7292,0,0,0,100
NY7293,0,0,0,100
NY7294,0,0,0,100
NY7295,0,0,0,100
NY7296,0,0,0,100
NY7297,0,0,0,100
NY7298,0,0,0,50
NY7299,0,0,0,33.33
NY7300,0,0,0,16.67
NY7301,0,0,0,20
NY7302,0,0,0,25
NY7303,0,0,0,20
NY7304,0,0,0,3.33
NY7305,0,0,0,5.26
NY7306,0,0,0,14.29
NY7307,0,0,0,25
NY7308,0,0,0,20
NY7309,0,0,0,12.5
NY7310,0,0,0,12.5
NY7311,0,0,0,20
NY7312,0,0,0,33.33
NY7313,0,0,0,50
NY7314,0,0,0,33.33
NY7315,0,0,0,50
NY7316,0,0,0,100
NY7317,0,0,0,50
NY7318,0,0,0,25
NY7319,0,0,0,50
NY7320,0,0,0,50
NY7321,0.08,0,0,16.59
NY7322,0.02,0,0,8.31
NY7323,0,0,0,5.26
NY7324,0.04,0,0,7.1
NY7325,0.14,0,0,5.12
NY7326,0,0,0,11.11
NY7327,0,0,0,25
NY7328,0,0,0,5.88
NY7329,0,0,0,7.69
NY7330,0,0,0,14.29
NY7331,0,0,0,5.56
NY7332,0,0,0,6.67
NY7333,0,0,0,14.29
NY7334,0,0,0,5
NY7335,0,0,0,5.56
NY7336,0.06,0,0,3.51
NY7337,0,0,0,4.55
NY7338,0,0,0,4.17
NY7339,0,0,0,6.25
NY7340,0,0,0,5.88
NY7341,0,0,0,8.33
NY7342,0,0,0,5.26
NY7343,0,0,0,4
NY7344,0,0,0,2.56
NY7345,0,0,0,5.26
NY7346,0,0,0,11.11
NY7347,0,0,0,4.76
NY7348,0,0,0,25
NY7349,0,0,0,14.29
NY7350,0,0,0,7.69
NY7351,0,0,0,33.33
NY7352,0,0,0,33.33
NY7353,0,0,0,50
NY7354,0,0,0,100
NY7355,0,0,0,100
NY7356,0,0,0,100
NY7357,0,0,0,50
NY7358,0,0,0,20
NY7359,0,0,0,25
NY7360,0,0,0,12.5
NY7361,0,0,0,100
NY7362,0,0,0,16.67
NY7363,0,0,0,100
NY7364,0,0,0,50
NY7365,0,0,0,33.33
NY7366,1.61,0,0,6.73
NY7367,1.16,0,0,2.84
NY7368,0,0,0,5
NY7369,0,0,0,7.14
NY7370,0,0,0,5
NY7371,0,0,0,11.11
NY7372,0,0,0,12.5
NY7373,0,0,0,10
NY7374,0,0,0,16.67
NY7375,0,0,0,7.14
NY7376,0,0,0,11.11
NY7377,0,0,0,14.29
NY7378,0,0,0,11.11
NY7379,0,0,0,6.67
NY7380,0,0,0,12.5
NY7381,0,0,0,11.11
NY7382,0,0,0,6.67
NY7383,0,0,0,7.69
NY7384,0,0,0,10
NY7385,0,0,0,10
NY7386,0,0,0,11.11
NY7387,0,0,0,25
NY7388,0.37,0,0,24.63
NY7389,0,0,0,33.33
NY7390,1.34,0,0,23.66
NY7391,0,0,0,100
NY7392,0,0,0,100
NY7393,0,0,0,100
NY7394,0,0,0,100
NY7395,0,0,0,100
NY7396,0,0,0,100
NY7397,0,0,0,100
NY7398,0,0,0,100
NY7399,0,0,0,33.33
NY7400,0,0,0,3.33
NY7401,0,0,0,12.5
NY7402,0,0,0,14.29
NY7403,0,0,0,8.33
NY7404,0,0,0,9.09
NY7405,0,0,0,16.67
NY7406,0,0,0,25
NY7407,0,0,0,100
NY7408,0,0,0,20
NY7409,0,0,0,20
NY7410,0,0,0,100
NY7411,0,0,0,100
NY7412,0,0,0,100
NY7413,0,0,0,100
NY7414,0,0,0,50
NY7415,0,0,0,50
NY7416,0,0,0,50
NY7417,0,0,0,33.33
NY7418,0,0,0,33.33
NY7419,0.12,0,0,10.99
NY7420,3.37,0,0,4.32
NY7421,0.14,0,0,9.86
NY7422,0.11,0,0,2.92
NY7423,0.16,0,0,3.69
NY7424,0.21,0,0,4.55
NY7425,0.09,0,0,4.67
NY7426,0.19,0,0,5.7
NY7427,0,0,0,14.29
NY7428,0,0,0,10
NY7429,0,0,0,5.56
NY7430,0,0,0,11.11
NY7431,0,0,0,5.88
NY7432,0,0,0,4.35
NY7433,0,0,0,5.56
NY7434,0,0,0,7.69
NY7435,0,0,0,5.56
NY7436,0.16,0,0,5.72
NY7437,0,0,0,5.88
NY7438,0,0,0,5.88
NY7439,0,0,0,6.25
NY7440,0,0,0,7.69
NY7441,0,0,0,5.26
NY7442,0,0,0,2.5
NY7443,0,0,0,4
NY7444,0,0,0,12.5
NY7445,0,0,0,11.11
NY7446,0,0,0,12.5
NY7447,0,0,0,2.7
NY7448,0,0,0,16.67
NY7449,0,0,0,100
NY7450,0,0,0,33.33
NY7451,0,0,0,33.33
NY7452,0,0,0,25
NY7453,0,0,0,25
NY7454,0,0,0,25
NY7455,0,0,0,33.33
NY7456,0,0,0,50
NY7457,0,0,0,33.33
NY7458,0,0,0,25
NY7459,0,0,0,33.33
NY7460,0,0,0,12.5
NY7461,0,0,0,25
NY7462,0,0,0,25
NY7463,0,0,0,100
NY7464,0,0,0,100
NY7465,0,0,0,33.33
NY7466,0.49,0,0,8.6
NY7467,3.29,0,0,3.38
NY7468,0,0,0,5
NY7469,0,0,0,4
NY7470,0,0,0,5.88
NY7471,0,0,0,12.5
NY7472,0,0,0,16.67
NY7473,0,0,0,11.11
NY7474,0,0,0,16.67
NY7475,0,0,0,14.29
NY7476,0,0,0,10
NY7477,0,0,0,8.33
NY7478,0,0,0,12.5
NY7479,0,0,0,7.14
NY7480,0,0,0,5.88
NY7481,0,0,0,5.56
NY7482,0,0,0,9.09
NY7483,0,0,0,11.11
NY7484,0,0,0,7.14
NY7485,0,0,0,12.5
NY7486,0,0,0,12.5
NY7487,0,0,0,33.33
NY7488,0.19,0,0,19.81
NY7489,0,0,0,50
NY7490,0.24,0,0,16.43
NY7491,0,0,0,50
NY7492,0,0,0,100
NY7493,0,0,0,33.33
NY7494,0,0,0,100
NY7495,0,0,0,100
NY7496,0,0,0,50
NY7497,0,0,0,50
NY7498,0,0,0,100
NY7499,0,0,0,33.33
NY7500,0,0,0,5.88
NY7501,0,0,0,5.88
NY7502,0,0,0,6.67
NY7503,0,0,0,8.33
NY7504,0,0,0,33.33
NY7505,0,0,0,25
NY7506,0,0,0,25
NY7507,0,0,0,50
NY7508,0,0,0,25
NY7509,0,0,0,50
NY7510,0,0,0,100
NY7511,0,0,0,100
NY7512,0,0,0,100
NY7513,0,0,0,100
NY7514,0,0,0,100
NY7515,0,0,0,100
NY7516,0,0,0,33.33
NY7517,0,0,0,50
NY7518,0,0,0,16.67
NY7519,1.7,0,0,4.19
NY7520,0.93,0,0,10.18
NY7521,0.3,0,0,9.7
NY7522,0.1,0,0,5.45
NY7523,0,0,0,8.33
NY7524,0,0,0,14.29
NY7525,0,0,0,11.11
NY7526,0,0,0,12.5
NY7527,0,0,0,14.29
NY7528,0,0,0,10
NY7529,0,0,0,8.33
NY7530,0,0,0,10
NY7531,0,0,0,9.09
NY7532,0,0,0,6.25
NY7533,0,0,0,5.56
NY7534,0,0,0,3.7
NY7535,0,0,0,6.25
NY7536,0.16,0,0,3.84
NY7537,0.26,0,0,3.74
NY7538,0,0,0,5.88
NY7539,0,0,0,7.69
NY7540,0,0,0,5
NY7541,0,0,0,7.69
NY7542,0,0,0,2.04
NY7543,0,0,0,25
NY7544,0,0,0,6.67
NY7545,0,0,0,12.5
NY7546,0,0,0,5.26
NY7547,0,0,0,4.17
NY7548,0,0,0,50
NY7549,0,0,0,100
NY7550,0,0,0,100
NY7551,0,0,0,33.33
NY7552,0,0,0,33.33
NY7553,0,0,0,33.33
NY7554,0,0,0,25
NY7555,0,0,0,25
NY7556,0,0,0,100
NY7557,0,0,0,50
NY7558,0,0,0,50
NY7559,0,0,0,50
NY7560,0,0,0,16.67
NY7561,0,0,0,20
NY7562,0,0,0,33.33
NY7563,0,0,0,100
NY7564,0,0,0,100
NY7565,0,0,0,33.33
NY7566,0,0,0,12.5
NY7567,1.77,0,0,4.89
NY7568,0,0,0,5.26
NY7569,0,0,0,7.69
NY7570,0,0,0,5.26
NY7571,0,0,0,14.29
NY7572,0,0,0,25
