"","tile_name","percent","Depth"
"785","NH7038",5.29,"Deep"
"786","NH7043",20,"Deep"
"787","NH7044",16.5,"Deep"
"788","NH7046",4.35,"Deep"
"789","NH7054",2.33,"Deep"
"790","NH7055",2.18,"Deep"
"791","NH7056",4.31,"Deep"
"792","NH7058",3.03,"Deep"
"793","NH7059",8.82,"Deep"
"794","NH7060",25,"Deep"
"795","NH7061",33.33,"Deep"
"796","NH7064",11.11,"Deep"
"797","NH7065",9.09,"Deep"
"798","NH7066",9.09,"Deep"
"799","NH7068",7.33,"Deep"
"800","NH7069",25,"Deep"
"801","NH7070",20,"Deep"
"802","NH7072",7.69,"Deep"
"803","NH7076",3.4,"Deep"
"804","NH7080",6.45,"Deep"
"805","NH7084",7.14,"Deep"
"806","NH7085",7.69,"Deep"
"807","NH7086",6,"Deep"
"808","NH7138",1.95,"Deep"
"809","NH7144",24.75,"Deep"
"810","NH7145",16.67,"Deep"
"811","NH7146",12.5,"Deep"
"812","NH7147",4.54,"Deep"
"813","NH7148",3.42,"Deep"
"814","NH7149",2.82,"Deep"
"815","NH7155",2.2,"Deep"
"816","NH7156",2.04,"Deep"
"817","NH7158",3.66,"Deep"
"818","NH7159",3.73,"Deep"
"819","NH7160",25,"Deep"
"820","NH7165",7.14,"Deep"
"821","NH7169",12.12,"Deep"
"822","NH7170",25,"Deep"
"823","NH7171",6.25,"Deep"
"824","NH7172",20,"Deep"
"825","NH7174",11.11,"Deep"
"826","NH7175",5.44,"Deep"
"827","NH7183",5.42,"Deep"
"828","NH7184",4.66,"Deep"
"829","NH7185",6.9,"Deep"
"830","NH7200",1.95,"Deep"
"831","NH7238",1.65,"Deep"
"832","NH7239",1.45,"Deep"
"833","NH7241",8.33,"Deep"
"834","NH7245",16.5,"Deep"
"835","NH7246",20,"Deep"
"836","NH7247",20,"Deep"
"837","NH7256",1.74,"Deep"
"838","NH7257",3.75,"Deep"
"839","NH7258",3.07,"Deep"
"840","NH7264",25,"Deep"
"841","NH7269",2.47,"Deep"
"842","NH7270",8.25,"Deep"
"843","NH7271",8.33,"Deep"
"844","NH7272",8.33,"Deep"
"845","NH7273",11.11,"Deep"
"846","NH7274",11.11,"Deep"
"847","NH7284",16.67,"Deep"
"848","NH7332",5.64,"Deep"
"849","NH7341",1.89,"Deep"
"850","NH7342",2.94,"Deep"
"851","NH7346",19.8,"Deep"
"852","NH7349",4.76,"Deep"
"853","NH7350",4.05,"Deep"
"854","NH7356",5.37,"Deep"
"855","NH7357",3.5,"Deep"
"856","NH7358",3.96,"Deep"
"857","NH7364",12,"Deep"
"858","NH7365",2.77,"Deep"
"859","NH7370",5,"Deep"
"860","NH7371",25,"Deep"
"861","NH7372",12.5,"Deep"
"862","NH7373",25,"Deep"
"863","NH7376",6.33,"Deep"
"864","NH7384",11,"Deep"
"865","NH7400",3.13,"Deep"
"866","NH7431",4.26,"Deep"
"867","NH7442",3.59,"Deep"
"868","NH7443",1.81,"Deep"
"869","NH7445",33.33,"Deep"
"870","NH7451",4.5,"Deep"
"871","NH7455",6.67,"Deep"
"872","NH7456",6,"Deep"
"873","NH7458",0.72,"Deep"
"874","NH7459",2.08,"Deep"
"875","NH7461",4.83,"Deep"
"876","NH7463",13.86,"Deep"
"877","NH7464",11,"Deep"
"878","NH7465",4.25,"Deep"
"879","NH7471",8.17,"Deep"
"880","NH7472",20,"Deep"
"881","NH7473",11,"Deep"
"882","NH7477",16.33,"Deep"
"883","NH7478",8.9,"Deep"
"884","NH7483",8.89,"Deep"
"885","NH7484",8.36,"Deep"
"886","NH7500",4.8,"Deep"
"887","NH7501",3.48,"Deep"
"888","NH7502",2.93,"Deep"
"889","NH7531",11,"Deep"
"890","NH7544",3.38,"Deep"
"891","NH7551",12.5,"Deep"
"892","NH7552",3.54,"Deep"
"893","NH7562",5.08,"Deep"
"894","NH7573",16.67,"Deep"
"895","NH7576",9.09,"Deep"
"896","NH7577",50,"Deep"
"897","NH7578",50,"Deep"
"898","NH7580",14,"Deep"
"899","NH7582",8.86,"Deep"
"900","NH7583",10.12,"Deep"
"901","NH7630",2.57,"Deep"
"902","NH7631",5.21,"Deep"
"903","NH7644",1.33,"Deep"
"904","NH7652",11.75,"Deep"
"905","NH7653",2.75,"Deep"
"906","NH7665",11.11,"Deep"
"907","NH7674",9.09,"Deep"
"908","NH7675",7.69,"Deep"
"909","NH7678",20,"Deep"
"910","NH7679",20,"Deep"
"911","NH7681",50,"Deep"
"912","NH7682",33.33,"Deep"
"913","NH7683",9.09,"Deep"
"914","NH7684",12,"Deep"
"915","NH7701",4.16,"Deep"
"916","NH7731",7.14,"Deep"
"917","NH7732",7.69,"Deep"
"918","NH7733",5.05,"Deep"
"919","NH7753",9,"Deep"
"920","NH7755",7.75,"Deep"
"921","NH7756",7.14,"Deep"
"922","NH7762",1.2,"Deep"
"923","NH7763",3.6,"Deep"
"924","NH7764",7.33,"Deep"
"925","NH7765",25,"Deep"
"926","NH7775",25,"Deep"
"927","NH7778",12.5,"Deep"
"928","NH7779",20,"Deep"
"929","NH7781",33.33,"Deep"
"930","NH7782",12.5,"Deep"
"931","NH7783",16.67,"Deep"
"932","NH7825",4.35,"Deep"
"933","NH7826",3.77,"Deep"
"934","NH7832",2.63,"Deep"
"935","NH7854",9.09,"Deep"
"936","NH7855",4,"Deep"
"937","NH7856",3.57,"Deep"
"938","NH7863",0.33,"Deep"
"939","NH7864",2.92,"Deep"
"940","NH7875",20,"Deep"
"941","NH7880",25,"Deep"
"942","NH7881",11.11,"Deep"
"943","NH7882",10,"Deep"
"944","NH7926",4.95,"Deep"
"945","NH7929",1.89,"Deep"
"946","NH7956",7.14,"Deep"
"947","NH7968",5.33,"Deep"
"948","NH7969",6.18,"Deep"
"949","NH7970",6.6,"Deep"
"950","NH7971",8.33,"Deep"
"951","NH7972",50,"Deep"
"952","NH7978",16.67,"Deep"
"953","NH7979",25,"Deep"
"954","NH7980",20,"Deep"
"955","NH8002",9.09,"Deep"
"956","NH8025",3.55,"Deep"
"957","NH8028",1.92,"Deep"
"958","NH8029",1.72,"Deep"
"959","NH8034",2.43,"Deep"
"960","NH8035",7.33,"Deep"
"961","NH8048",4.22,"Deep"
"962","NH8049",11.11,"Deep"
"963","NH8058",5.33,"Deep"
"964","NH8067",0.81,"Deep"
"965","NH8068",1.33,"Deep"
"966","NH8069",3.21,"Deep"
"967","NH8071",8.82,"Deep"
"968","NH8072",7.3,"Deep"
"969","NH8075",50,"Deep"
"970","NH8076",16.67,"Deep"
"971","NH8077",9.09,"Deep"
"972","NH8080",12.5,"Deep"
"973","NH8089",3.36,"Deep"
"974","NH8090",4.28,"Deep"
"975","NH8103",3.57,"Deep"
"976","NH8134",1.12,"Deep"
"977","NH8148",1.38,"Deep"
"978","NH8149",3.03,"Deep"
"979","NH8152",6.26,"Deep"
"980","NH8158",4.25,"Deep"
"981","NH8170",2.5,"Deep"
"982","NH8171",3.33,"Deep"
"983","NH8172",6.24,"Deep"
"984","NH8173",4.43,"Deep"
"985","NH8177",8.33,"Deep"
"986","NH8178",11.11,"Deep"
"987","NH8179",33.33,"Deep"
"988","NH8180",12.5,"Deep"
"989","NH8184",25,"Deep"
"990","NH8197",12.5,"Deep"
"991","NH8234",1.21,"Deep"
"992","NH8249",3.36,"Deep"
"993","NH8257",15.25,"Deep"
"994","NH8269",2.22,"Deep"
"995","NH8271",3.93,"Deep"
"996","NH8272",1.9,"Deep"
"997","NH8273",3.45,"Deep"
"998","NH8276",50,"Deep"
"999","NH8277",16.67,"Deep"
"1000","NH8281",25,"Deep"
"1001","NH8283",20,"Deep"
"1002","NH8284",20,"Deep"
"1003","NH8305",2.93,"Deep"
"1004","NH8326",3.19,"Deep"
"1005","NH8346",2,"Deep"
"1006","NH8347",2.03,"Deep"
"1007","NH8348",1.7,"Deep"
"1008","NH8349",2.12,"Deep"
"1009","NH8350",10,"Deep"
"1010","NH8370",2.93,"Deep"
"1011","NH8374",11.11,"Deep"
"1012","NH8375",100,"Deep"
"1013","NH8377",16.67,"Deep"
"1014","NH8379",16.33,"Deep"
"1015","NH8404",4.35,"Deep"
"1016","NH8405",6.25,"Deep"
"1017","NH8427",4,"Deep"
"1018","NH8429",4.13,"Deep"
"1019","NH8448",5.82,"Deep"
"1020","NH8449",1.58,"Deep"
"1021","NH8450",6.66,"Deep"
"1022","NH8451",20,"Deep"
"1023","NH8476",33.33,"Deep"
"1024","NH8481",11.11,"Deep"
"1025","NH8504",6.25,"Deep"
"1026","NH8527",8.33,"Deep"
"1027","NH8528",6.25,"Deep"
"1028","NH8547",1.4,"Deep"
"1029","NH8548",2.42,"Deep"
"1030","NH8552",12.5,"Deep"
"1031","NH8574",4.84,"Deep"
"1032","NH8575",6.66,"Deep"
"1033","NH8577",33.33,"Deep"
"1034","NH8580",25,"Deep"
"1035","NH8581",16.67,"Deep"
"1036","NH8582",14.29,"Deep"
"1037","NH8607",4.35,"Deep"
"1038","NH8650",6.66,"Deep"
"1039","NH8651",20,"Deep"
"1040","NH8652",25,"Deep"
"1041","NH8653",8.33,"Deep"
"1042","NH8675",1.54,"Deep"
"1043","NH8676",10,"Deep"
"1044","NH8677",14.29,"Deep"
"1045","NH8681",25,"Deep"
"1046","NH8682",25,"Deep"
"1047","NH8683",14.29,"Deep"
"1048","NH8707",3.84,"Deep"
"1049","NH8708",1.64,"Deep"
"1050","NH8709",4.86,"Deep"
"1051","NH8740",3.79,"Deep"
"1052","NH8750",9.08,"Deep"
"1053","NH8752",16.67,"Deep"
"1054","NH8753",7.69,"Deep"
"1055","NH8754",16.67,"Deep"
"1056","NH8776",0.67,"Deep"
"1057","NH8779",50,"Deep"
"1058","NH8781",16.67,"Deep"
"1059","NH8782",11.11,"Deep"
"1060","NH8824",6.25,"Deep"
"1061","NH8840",7.91,"Deep"
"1062","NH8850",14.29,"Deep"
"1063","NH8851",6,"Deep"
"1064","NH8852",5.7,"Deep"
"1065","NH8854",7.69,"Deep"
"1066","NH8855",8.33,"Deep"
"1067","NH8856",5.55,"Deep"
"1068","NH8857",5,"Deep"
"1069","NH8877",0.86,"Deep"
"1070","NH8878",10.56,"Deep"
"1071","NH8879",50,"Deep"
"1072","NH8882",12.5,"Deep"
"1073","NH8883",12.5,"Deep"
"1074","NH8911",3.58,"Deep"
"1075","NH8912",4.76,"Deep"
"1076","NH8913",14,"Deep"
"1077","NH8940",8.81,"Deep"
"1078","NH8957",13.83,"Deep"
"1079","NH8980",100,"Deep"
"1080","NH8981",100,"Deep"
"1081","NH8982",11.11,"Deep"
"1082","NH8983",4.7,"Deep"
"1083","NH9010",11.11,"Deep"
"1084","NH9011",16.67,"Deep"
"1085","NH9013",14.29,"Deep"
"1086","NH9022",9.08,"Deep"
"1087","NH9040",8.54,"Deep"
"1088","NH9083",8.79,"Deep"
"1089","NH9107",8.29,"Deep"
"1090","NH9117",33.33,"Deep"
"1091","NH9122",20,"Deep"
"1092","NH9123",4.16,"Deep"
"1093","NH9140",4.3,"Deep"
"1094","NH9184",2.86,"Deep"
"1095","NH9185",0.85,"Deep"
"1096","NH9219",4.78,"Deep"
"1097","NH9222",11.11,"Deep"
"1098","NH9223",5,"Deep"
"1099","NH9285",8.16,"Deep"
"1100","NH9286",3.05,"Deep"
"1101","NH9287",1.5,"Deep"
"1102","NH9316",4.54,"Deep"
"1103","NH9317",7.14,"Deep"
"1104","NH9323",5.06,"Deep"
"1105","NH9417",4.35,"Deep"
"1106","NH9418",8.33,"Deep"
"1107","NH9419",8.33,"Deep"
"1108","NH9451",5.88,"Deep"
"1109","NH9454",20,"Deep"
"1110","NH9487",2.55,"Deep"
"1111","NH9520",6.66,"Deep"
"1112","NH9545",7.46,"Deep"
"1113","NH9546",8.33,"Deep"
"1114","NH9616",12.5,"Deep"
"1115","NH9620",11.11,"Deep"
"1116","NH9623",5.93,"Deep"
"1117","NH9634",2.84,"Deep"
"1118","NH9646",5.88,"Deep"
"1119","NH9658",9.99,"Deep"
"1120","NH9716",12.5,"Deep"
"1121","NH9722",14.29,"Deep"
"1122","NH9723",14.29,"Deep"
"1123","NH9724",8.33,"Deep"
"1124","NH9746",5.5,"Deep"
"1125","NH9747",5.44,"Deep"
"1126","NH9748",12.5,"Deep"
"1127","NH9756",12.5,"Deep"
"1128","NH9757",33.33,"Deep"
"1129","NH9758",25,"Deep"
"1130","NH9759",7.69,"Deep"
"1131","NH9802",6.62,"Deep"
"1132","NH9823",25,"Deep"
"1133","NH9824",5.88,"Deep"
"1134","NH9834",2.73,"Deep"
"1135","NH9848",9.99,"Deep"
"1136","NH9857",16.67,"Deep"
"1137","NH9858",25,"Deep"
"1138","NH9859",9.08,"Deep"
"1139","NH9863",33.33,"Deep"
"1140","NH9902",9.14,"Deep"
"1141","NH9918",33.33,"Deep"
"1142","NH9920",20,"Deep"
"1143","NH9922",7.69,"Deep"
"1144","NH9924",6.25,"Deep"
"1145","NH9928",3.29,"Deep"
"1146","NH9934",4.68,"Deep"
"1147","NH9949",7.14,"Deep"
"1148","NH9950",9.08,"Deep"
"1149","NH9951",16.67,"Deep"
"1150","NH9953",11.11,"Deep"
"1151","NH9958",25,"Deep"
"1152","NH9959",12.5,"Deep"
"1153","NH9960",25,"Deep"
"1154","NH9961",33.33,"Deep"
"1155","NH9962",16.67,"Deep"
"1156","NH9963",50,"Deep"
"1157","NJ0016",5,"Deep"
"1158","NJ0020",11.11,"Deep"
"1159","NJ0021",6.4,"Deep"
"1160","NJ0023",9.08,"Deep"
"1161","NJ0024",4.5,"Deep"
"1162","NJ0026",1.2,"Deep"
"1163","NJ0028",6.4,"Deep"
"1164","NJ0029",3.73,"Deep"
"1165","NJ0030",4,"Deep"
"1166","NJ0035",4.54,"Deep"
"1167","NJ0036",4.54,"Deep"
"1168","NJ0049",7.69,"Deep"
"1169","NJ0052",6.66,"Deep"
"1170","NJ0056",6.66,"Deep"
"1171","NJ0058",7.14,"Deep"
"1172","NJ0059",9.08,"Deep"
"1173","NJ0060",11.11,"Deep"
"1174","NJ0061",12.5,"Deep"
"1175","NJ0062",8.33,"Deep"
"1176","NJ0063",12.5,"Deep"
"1177","NJ0064",14.33,"Deep"
"1178","NJ0120",14.29,"Deep"
"1179","NJ0127",2.41,"Deep"
"1180","NJ0128",7.14,"Deep"
"1181","NJ0130",1.65,"Deep"
"1182","NJ0140",5.21,"Deep"
"1183","NJ0146",5.55,"Deep"
"1184","NJ0152",11.1,"Deep"
"1185","NJ0155",5,"Deep"
"1186","NJ0156",11.1,"Deep"
"1187","NJ0157",33.33,"Deep"
"1188","NJ0158",20,"Deep"
"1189","NJ0159",50,"Deep"
"1190","NJ0160",33.33,"Deep"
"1191","NJ0161",25,"Deep"
"1192","NJ0163",20,"Deep"
"1193","NJ0215",5,"Deep"
"1194","NJ0225",5.93,"Deep"
"1195","NJ0226",3.61,"Deep"
"1196","NJ0227",3.42,"Deep"
"1197","NJ0228",3,"Deep"
"1198","NJ0246",5,"Deep"
"1199","NJ0247",9.99,"Deep"
"1200","NJ0248",12.5,"Deep"
"1201","NJ0252",7.69,"Deep"
"1202","NJ0256",25,"Deep"
"1203","NJ0257",16.67,"Deep"
"1204","NJ0258",50,"Deep"
"1205","NJ0259",20,"Deep"
"1206","NJ0260",50,"Deep"
"1207","NJ0261",50,"Deep"
"1208","NJ0326",3.66,"Deep"
"1209","NJ0327",16.67,"Deep"
"1210","NJ0328",3.43,"Deep"
"1211","NJ0329",5.33,"Deep"
"1212","NJ0347",8.33,"Deep"
"1213","NJ0348",14.29,"Deep"
"1214","NJ0349",6.78,"Deep"
"1215","NJ0350",5,"Deep"
"1216","NJ0353",9.08,"Deep"
"1217","NJ0356",20,"Deep"
"1218","NJ0357",9.08,"Deep"
"1219","NJ0358",11.1,"Deep"
"1220","NJ0359",9.08,"Deep"
"1221","NJ0360",100,"Deep"
"1222","NJ0364",11.1,"Deep"
"1223","NJ0426",4.16,"Deep"
"1224","NJ0428",7.14,"Deep"
"1225","NJ0429",5,"Deep"
"1226","NJ0450",3.22,"Deep"
"1227","NJ0451",5.55,"Deep"
"1228","NJ0453",6.66,"Deep"
"1229","NJ0457",9.08,"Deep"
"1230","NJ0458",11.1,"Deep"
"1231","NJ0459",8.33,"Deep"
"1232","NJ0461",33.33,"Deep"
"1233","NJ0463",33.33,"Deep"
"1234","NJ0464",18.6,"Deep"
"1235","NJ0526",5.26,"Deep"
"1236","NJ0527",9.08,"Deep"
"1237","NJ0528",9.08,"Deep"
"1238","NJ0555",12.5,"Deep"
"1239","NJ0556",9.08,"Deep"
"1240","NJ0557",5.88,"Deep"
"1241","NJ0558",33.33,"Deep"
"1242","NJ0559",12.5,"Deep"
"1243","NJ0560",33.33,"Deep"
"1244","NJ0561",25,"Deep"
"1245","NJ0562",33.33,"Deep"
"1246","NJ0563",25,"Deep"
"1247","NJ0627",7.14,"Deep"
"1248","NJ0628",11.1,"Deep"
"1249","NJ0656",9.08,"Deep"
"1250","NJ0657",7.58,"Deep"
"1251","NJ0659",6.53,"Deep"
"1252","NJ0660",20,"Deep"
"1253","NJ0661",33.33,"Deep"
"1254","NJ0728",14.29,"Deep"
"1255","NJ0754",6.25,"Deep"
"1256","NJ0758",9.08,"Deep"
"1257","NJ0759",3.7,"Deep"
"1258","NJ0760",9.08,"Deep"
"1259","NJ0761",33.33,"Deep"
"1260","NJ0762",50,"Deep"
"1261","NJ0830",9.08,"Deep"
"1262","NJ0831",8.33,"Deep"
"1263","NJ0853",4.54,"Deep"
"1264","NJ0856",13.33,"Deep"
"1265","NJ0857",25,"Deep"
"1266","NJ0858",12.25,"Deep"
"1267","NJ0859",6.06,"Deep"
"1268","NJ0860",9.99,"Deep"
"1269","NJ0861",16.67,"Deep"
"1270","NJ0862",33.33,"Deep"
"1271","NJ0931",9.29,"Deep"
"1272","NJ0932",6.46,"Deep"
"1273","NJ0953",3.32,"Deep"
"1274","NJ0954",3.73,"Deep"
"1275","NJ0957",19.6,"Deep"
"1276","NJ0958",50,"Deep"
"1277","NJ0959",9.69,"Deep"
"1278","NJ0960",12,"Deep"
"1279","NJ0961",9.08,"Deep"
"1280","NJ0962",6.66,"Deep"
"1281","NJ0963",9.08,"Deep"
"1282","NJ0965",5.8,"Deep"
"1283","NJ1029",12.5,"Deep"
"1284","NJ1031",9.99,"Deep"
"1285","NJ1052",9.99,"Deep"
"1286","NJ1053",9.39,"Deep"
"1287","NJ1057",21.5,"Deep"
"1288","NJ1058",25,"Deep"
"1289","NJ1060",14.29,"Deep"
"1290","NJ1061",6.25,"Deep"
"1291","NJ1062",12.5,"Deep"
"1292","NJ1063",6.66,"Deep"
"1293","NJ1065",7.23,"Deep"
"1294","NJ1066",10,"Deep"
"1295","NJ1129",7.18,"Deep"
"1296","NJ1130",10.1,"Deep"
"1297","NJ1133",12.5,"Deep"
"1298","NJ1134",19.4,"Deep"
"1299","NJ1152",20,"Deep"
"1300","NJ1158",20,"Deep"
"1301","NJ1159",33.33,"Deep"
"1302","NJ1160",49.5,"Deep"
"1303","NJ1161",9.08,"Deep"
"1304","NJ1162",12.5,"Deep"
"1305","NJ1163",6.66,"Deep"
"1306","NJ1165",16.67,"Deep"
"1307","NJ1168",6.46,"Deep"
"1308","NJ1234",11.1,"Deep"
"1309","NJ1235",12.38,"Deep"
"1310","NJ1251",6.25,"Deep"
"1311","NJ1252",12.5,"Deep"
"1312","NJ1255",16.67,"Deep"
"1313","NJ1256",5.16,"Deep"
"1314","NJ1258",50,"Deep"
"1315","NJ1259",33.33,"Deep"
"1316","NJ1260",25,"Deep"
"1317","NJ1261",9.99,"Deep"
"1318","NJ1262",12.5,"Deep"
"1319","NJ1263",9.08,"Deep"
"1320","NJ1264",12.5,"Deep"
"1321","NJ1265",16.67,"Deep"
"1322","NJ1267",12.5,"Deep"
"1323","NJ1268",5.58,"Deep"
"1324","NJ1353",3.55,"Deep"
"1325","NJ1357",4.4,"Deep"
"1326","NJ1358",8.66,"Deep"
"1327","NJ1359",25,"Deep"
"1328","NJ1360",25,"Deep"
"1329","NJ1361",10.77,"Deep"
"1330","NJ1362",6.66,"Deep"
"1331","NJ1363",14.29,"Deep"
"1332","NJ1364",5.88,"Deep"
"1333","NJ1366",14.29,"Deep"
"1334","NJ1369",0.96,"Deep"
"1335","NJ1419",11.1,"Deep"
"1336","NJ1435",9.08,"Deep"
"1337","NJ1436",5.71,"Deep"
"1338","NJ1445",11.75,"Deep"
"1339","NJ1457",5.88,"Deep"
"1340","NJ1459",9.49,"Deep"
"1341","NJ1460",20,"Deep"
"1342","NJ1461",5.82,"Deep"
"1343","NJ1462",2.39,"Deep"
"1344","NJ1469",2.31,"Deep"
"1345","NJ1518",9.08,"Deep"
"1346","NJ1520",7.14,"Deep"
"1347","NJ1536",8.33,"Deep"
"1348","NJ1545",9.69,"Deep"
"1349","NJ1548",11.1,"Deep"
"1350","NJ1560",8.33,"Deep"
"1351","NJ1561",16.67,"Deep"
"1352","NJ1562",3.22,"Deep"
"1353","NJ1566",9.99,"Deep"
"1354","NJ1567",9.08,"Deep"
"1355","NJ1568",8.72,"Deep"
"1356","NJ1569",5.16,"Deep"
"1357","NJ1570",0.65,"Deep"
"1358","NJ1616",9.08,"Deep"
"1359","NJ1617",9.99,"Deep"
"1360","NJ1619",3.22,"Deep"
"1361","NJ1620",6.3,"Deep"
"1362","NJ1628",6.25,"Deep"
"1363","NJ1636",6.66,"Deep"
"1364","NJ1637",9.43,"Deep"
"1365","NJ1643",33.33,"Deep"
"1366","NJ1644",8.24,"Deep"
"1367","NJ1645",5.82,"Deep"
"1368","NJ1653",7.14,"Deep"
"1369","NJ1656",20,"Deep"
"1370","NJ1658",9.99,"Deep"
"1371","NJ1660",7.69,"Deep"
"1372","NJ1661",12.48,"Deep"
"1373","NJ1662",5.1,"Deep"
"1374","NJ1663",4.75,"Deep"
"1375","NJ1666",9.99,"Deep"
"1376","NJ1668",11.1,"Deep"
"1377","NJ1720",12.48,"Deep"
"1378","NJ1721",11.1,"Deep"
"1379","NJ1736",8.33,"Deep"
"1380","NJ1737",16.67,"Deep"
"1381","NJ1738",11.86,"Deep"
"1382","NJ1742",10.88,"Deep"
"1383","NJ1743",12.48,"Deep"
"1384","NJ1744",12.48,"Deep"
"1385","NJ1749",14.29,"Deep"
"1386","NJ1760",9.08,"Deep"
"1387","NJ1761",33.33,"Deep"
"1388","NJ1763",4.45,"Deep"
"1389","NJ1764",7.69,"Deep"
"1390","NJ1765",20,"Deep"
"1391","NJ1768",12.48,"Deep"
"1392","NJ1821",8.33,"Deep"
"1393","NJ1834",9.99,"Deep"
"1394","NJ1835",9.99,"Deep"
"1395","NJ1836",7.14,"Deep"
"1396","NJ1838",12.48,"Deep"
"1397","NJ1839",7.14,"Deep"
"1398","NJ1840",7.69,"Deep"
"1399","NJ1841",8.33,"Deep"
"1400","NJ1842",3.2,"Deep"
"1401","NJ1854",4.76,"Deep"
"1402","NJ1858",12.48,"Deep"
"1403","NJ1861",33.33,"Deep"
"1404","NJ1863",6.5,"Deep"
"1405","NJ1864",14.14,"Deep"
"1406","NJ1866",25,"Deep"
"1407","NJ1870",3.66,"Deep"
"1408","NJ1934",6.3,"Deep"
"1409","NJ1935",14.29,"Deep"
"1410","NJ1940",9.99,"Deep"
"1411","NJ1941",12.48,"Deep"
"1412","NJ1942",7.14,"Deep"
"1413","NJ1949",16.67,"Deep"
"1414","NJ1958",5.88,"Deep"
"1415","NJ1959",25,"Deep"
"1416","NJ1961",50,"Deep"
"1417","NJ1962",5.55,"Deep"
"1418","NJ1963",7.53,"Deep"
"1419","NJ1966",12.48,"Deep"
"1420","NJ1970",5.16,"Deep"
"1421","NJ2041",7.69,"Deep"
"1422","NJ2042",4.45,"Deep"
"1423","NJ2058",4.08,"Deep"
"1424","NJ2061",11.1,"Deep"
"1425","NJ2062",4.76,"Deep"
"1426","NJ2063",3.84,"Deep"
"1427","NJ2068",25,"Deep"
"1428","NJ2141",9.08,"Deep"
"1429","NJ2155",4.76,"Deep"
"1430","NJ2156",9.99,"Deep"
"1431","NJ2159",5.88,"Deep"
"1432","NJ2160",8.99,"Deep"
"1433","NJ2161",12.48,"Deep"
"1434","NJ2162",9.08,"Deep"
"1435","NJ2163",7.14,"Deep"
"1436","NJ2166",25,"Deep"
"1437","NJ2168",25,"Deep"
"1438","NJ2241",7.07,"Deep"
"1439","NJ2244",20,"Deep"
"1440","NJ2258",8.33,"Deep"
"1441","NJ2260",9.99,"Deep"
"1442","NJ2261",10.88,"Deep"
"1443","NJ2262",14.29,"Deep"
"1444","NJ2263",9.08,"Deep"
"1445","NJ2265",6.28,"Deep"
"1446","NJ2266",11.1,"Deep"
"1447","NJ2267",25,"Deep"
"1448","NJ2268",100,"Deep"
"1449","NJ2270",4.57,"Deep"
"1450","NJ2341",7.69,"Deep"
"1451","NJ2345",20,"Deep"
"1452","NJ2348",11.1,"Deep"
"1453","NJ2356",4.16,"Deep"
"1454","NJ2357",8.33,"Deep"
"1455","NJ2358",14.29,"Deep"
"1456","NJ2360",6.25,"Deep"
"1457","NJ2362",12.48,"Deep"
"1458","NJ2363",7.14,"Deep"
"1459","NJ2364",20,"Deep"
"1460","NJ2366",14.14,"Deep"
"1461","NJ2369",20,"Deep"
"1462","NJ2440",14.29,"Deep"
"1463","NJ2442",6.92,"Deep"
"1464","NJ2453",6.25,"Deep"
"1465","NJ2454",3.12,"Deep"
"1466","NJ2456",7.14,"Deep"
"1467","NJ2457",6.66,"Deep"
"1468","NJ2459",7.69,"Deep"
"1469","NJ2460",3.57,"Deep"
"1470","NJ2461",5.55,"Deep"
"1471","NJ2462",7.14,"Deep"
"1472","NJ2463",12.48,"Deep"
"1473","NJ2464",20,"Deep"
"1474","NJ2465",12.48,"Deep"
"1475","NJ2468",20,"Deep"
"1476","NJ2536",16.67,"Deep"
"1477","NJ2537",33.33,"Deep"
"1478","NJ2538",33.33,"Deep"
"1479","NJ2539",14.29,"Deep"
"1480","NJ2542",4.65,"Deep"
"1481","NJ2543",20,"Deep"
"1482","NJ2547",10.99,"Deep"
"1483","NJ2561",4.3,"Deep"
"1484","NJ2562",9.08,"Deep"
"1485","NJ2563",11.1,"Deep"
"1486","NJ2567",16.67,"Deep"
"1487","NJ2568",12.48,"Deep"
"1488","NJ2636",6.59,"Deep"
"1489","NJ2640",8.99,"Deep"
"1490","NJ2641",6.18,"Deep"
"1491","NJ2642",7.14,"Deep"
"1492","NJ2643",8.33,"Deep"
"1493","NJ2656",25,"Deep"
"1494","NJ2659",20,"Deep"
"1495","NJ2660",12.48,"Deep"
"1496","NJ2661",5.88,"Deep"
"1497","NJ2662",8.33,"Deep"
"1498","NJ2663",3.03,"Deep"
"1499","NJ2664",6.66,"Deep"
"1500","NJ2667",33.33,"Deep"
"1501","NJ2668",14.67,"Deep"
"1502","NJ2736",4.41,"Deep"
"1503","NJ2737",12.36,"Deep"
"1504","NJ2742",6.99,"Deep"
"1505","NJ2743",8.33,"Deep"
"1506","NJ2747",6.92,"Deep"
"1507","NJ2748",6.18,"Deep"
"1508","NJ2749",4,"Deep"
"1509","NJ2750",4.62,"Deep"
"1510","NJ2755",8.08,"Deep"
"1511","NJ2756",19.6,"Deep"
"1512","NJ2758",3.22,"Deep"
"1513","NJ2759",3.84,"Deep"
"1514","NJ2760",9.08,"Deep"
"1515","NJ2761",7.14,"Deep"
"1516","NJ2762",5.88,"Deep"
"1517","NJ2763",8.33,"Deep"
"1518","NJ2768",8,"Deep"
"1519","NJ2835",14.83,"Deep"
"1520","NJ2841",14.14,"Deep"
"1521","NJ2844",4.38,"Deep"
"1522","NJ2845",6.33,"Deep"
"1523","NJ2846",9.99,"Deep"
"1524","NJ2847",4.68,"Deep"
"1525","NJ2848",3.95,"Deep"
