"","tile_name","percent","Depth"
"27929","SW7451",3,"Intermediate"
"27930","SW7452",0,"Intermediate"
"27931","SW7453",0,"Intermediate"
"27932","SW7454",0,"Intermediate"
"27933","SW7516",0,"Intermediate"
"27934","SW7517",0,"Intermediate"
"27935","SW7518",0,"Intermediate"
"27936","SW7520",0,"Intermediate"
"27937","SW7522",0,"Intermediate"
"27938","SW7524",0,"Intermediate"
"27939","SW7525",0,"Intermediate"
"27940","SW7528",0,"Intermediate"
"27941","SW7529",0,"Intermediate"
"27942","SW7530",0,"Intermediate"
"27943","SW7531",0,"Intermediate"
"27944","SW7532",0,"Intermediate"
"27945","SW7533",0,"Intermediate"
"27946","SW7534",0,"Intermediate"
"27947","SW7535",0,"Intermediate"
"27948","SW7536",0,"Intermediate"
"27949","SW7537",0,"Intermediate"
"27950","SW7538",0,"Intermediate"
"27951","SW7539",0,"Intermediate"
"27952","SW7540",0,"Intermediate"
"27953","SW7541",0,"Intermediate"
"27954","SW7543",0,"Intermediate"
"27955","SW7545",1,"Intermediate"
"27956","SW7546",0,"Intermediate"
"27957","SW7547",0,"Intermediate"
"27958","SW7548",31.5,"Intermediate"
"27959","SW7549",44.5,"Intermediate"
"27960","SW7550",43.5,"Intermediate"
"27961","SW7551",34.5,"Intermediate"
"27962","SW7552",19,"Intermediate"
"27963","SW7553",17,"Intermediate"
"27964","SW7557",0,"Intermediate"
"27965","SW7558",0,"Intermediate"
"27966","SW7559",0,"Intermediate"
"27967","SW7616",0,"Intermediate"
"27968","SW7617",0,"Intermediate"
"27969","SW7618",0,"Intermediate"
"27970","SW7619",0,"Intermediate"
"27971","SW7620",0,"Intermediate"
"27972","SW7621",0,"Intermediate"
"27973","SW7622",0,"Intermediate"
"27974","SW7625",0,"Intermediate"
"27975","SW7626",0,"Intermediate"
"27976","SW7627",0,"Intermediate"
"27977","SW7628",0,"Intermediate"
"27978","SW7629",0,"Intermediate"
"27979","SW7631",0,"Intermediate"
"27980","SW7633",0,"Intermediate"
"27981","SW7634",0,"Intermediate"
"27982","SW7635",0,"Intermediate"
"27983","SW7637",0,"Intermediate"
"27984","SW7638",0,"Intermediate"
"27985","SW7639",0,"Intermediate"
"27986","SW7640",0,"Intermediate"
"27987","SW7641",0,"Intermediate"
"27988","SW7644",0,"Intermediate"
"27989","SW7645",0,"Intermediate"
"27990","SW7646",0,"Intermediate"
"27991","SW7648",24.5,"Intermediate"
"27992","SW7649",42,"Intermediate"
"27993","SW7650",32,"Intermediate"
"27994","SW7651",72,"Intermediate"
"27995","SW7652",25,"Intermediate"
"27996","SW7653",27,"Intermediate"
"27997","SW7658",0,"Intermediate"
"27998","SW7659",0,"Intermediate"
"27999","SW7660",0,"Intermediate"
"28000","SW7716",0,"Intermediate"
"28001","SW7717",0,"Intermediate"
"28002","SW7718",0,"Intermediate"
"28003","SW7719",0,"Intermediate"
"28004","SW7720",0,"Intermediate"
"28005","SW7721",0,"Intermediate"
"28006","SW7722",0,"Intermediate"
"28007","SW7723",0,"Intermediate"
"28008","SW7725",0,"Intermediate"
"28009","SW7726",0,"Intermediate"
"28010","SW7729",0,"Intermediate"
"28011","SW7730",0,"Intermediate"
"28012","SW7731",0,"Intermediate"
"28013","SW7732",0,"Intermediate"
"28014","SW7733",0,"Intermediate"
"28015","SW7734",0,"Intermediate"
"28016","SW7735",0,"Intermediate"
"28017","SW7736",0,"Intermediate"
"28018","SW7737",0,"Intermediate"
"28019","SW7738",0,"Intermediate"
"28020","SW7739",0,"Intermediate"
"28021","SW7740",0,"Intermediate"
"28022","SW7741",0,"Intermediate"
"28023","SW7744",0,"Intermediate"
"28024","SW7745",0,"Intermediate"
"28025","SW7748",24,"Intermediate"
"28026","SW7749",78,"Intermediate"
"28027","SW7750",38,"Intermediate"
"28028","SW7751",38,"Intermediate"
"28029","SW7752",36,"Intermediate"
"28030","SW7753",55,"Intermediate"
"28031","SW7754",15,"Intermediate"
"28032","SW7755",0,"Intermediate"
"28033","SW7756",0,"Intermediate"
"28034","SW7757",0,"Intermediate"
"28035","SW7758",0,"Intermediate"
"28036","SW7759",0,"Intermediate"
"28037","SW7760",0,"Intermediate"
"28038","SW7761",0,"Intermediate"
"28039","SW7816",0,"Intermediate"
"28040","SW7817",0,"Intermediate"
"28041","SW7818",0,"Intermediate"
"28042","SW7819",0,"Intermediate"
"28043","SW7820",0,"Intermediate"
"28044","SW7822",0,"Intermediate"
"28045","SW7823",0,"Intermediate"
"28046","SW7824",0,"Intermediate"
"28047","SW7830",0,"Intermediate"
"28048","SW7831",0,"Intermediate"
"28049","SW7832",0,"Intermediate"
"28050","SW7833",0,"Intermediate"
"28051","SW7834",0,"Intermediate"
"28052","SW7836",0,"Intermediate"
"28053","SW7837",0,"Intermediate"
"28054","SW7838",0,"Intermediate"
"28055","SW7839",0,"Intermediate"
"28056","SW7840",0,"Intermediate"
"28057","SW7841",0,"Intermediate"
"28058","SW7844",0,"Intermediate"
"28059","SW7845",0,"Intermediate"
"28060","SW7848",8,"Intermediate"
"28061","SW7849",65,"Intermediate"
"28062","SW7850",56,"Intermediate"
"28063","SW7851",54,"Intermediate"
"28064","SW7852",28,"Intermediate"
"28065","SW7853",48,"Intermediate"
"28066","SW7854",9,"Intermediate"
"28067","SW7855",0,"Intermediate"
"28068","SW7856",0,"Intermediate"
"28069","SW7857",0,"Intermediate"
"28070","SW7858",0,"Intermediate"
"28071","SW7860",0,"Intermediate"
"28072","SW7861",0,"Intermediate"
"28073","SW7919",0,"Intermediate"
"28074","SW7920",0,"Intermediate"
"28075","SW7921",0,"Intermediate"
"28076","SW7922",0,"Intermediate"
"28077","SW7923",0,"Intermediate"
"28078","SW7924",0,"Intermediate"
"28079","SW7925",0,"Intermediate"
"28080","SW7927",0,"Intermediate"
"28081","SW7928",0,"Intermediate"
"28082","SW7929",0,"Intermediate"
"28083","SW7930",0,"Intermediate"
"28084","SW7931",0,"Intermediate"
"28085","SW7933",0,"Intermediate"
"28086","SW7934",0,"Intermediate"
"28087","SW7935",0,"Intermediate"
"28088","SW7936",0,"Intermediate"
"28089","SW7937",0,"Intermediate"
"28090","SW7939",0,"Intermediate"
"28091","SW7941",0,"Intermediate"
"28092","SW7942",0,"Intermediate"
"28093","SW7944",0,"Intermediate"
"28094","SW7945",0,"Intermediate"
"28095","SW7946",0,"Intermediate"
"28096","SW7947",0,"Intermediate"
"28097","SW7948",35,"Intermediate"
"28098","SW7949",71,"Intermediate"
"28099","SW7950",55,"Intermediate"
"28100","SW7951",29,"Intermediate"
"28101","SW7952",51,"Intermediate"
"28102","SW7953",18,"Intermediate"
"28103","SW7954",0,"Intermediate"
"28104","SW7955",0,"Intermediate"
"28105","SW7956",0,"Intermediate"
"28106","SW7957",0,"Intermediate"
"28107","SW7958",0,"Intermediate"
"28108","SW7959",0,"Intermediate"
"28109","SW7960",0,"Intermediate"
"28110","SW7961",10,"Intermediate"
"28111","SW7962",0,"Intermediate"
"28112","SW8019",0,"Intermediate"
"28113","SW8020",0,"Intermediate"
"28114","SW8021",0,"Intermediate"
"28115","SW8022",0,"Intermediate"
"28116","SW8023",0,"Intermediate"
"28117","SW8024",0,"Intermediate"
"28118","SW8030",0,"Intermediate"
"28119","SW8031",0,"Intermediate"
"28120","SW8032",0,"Intermediate"
"28121","SW8034",0,"Intermediate"
"28122","SW8036",0,"Intermediate"
"28123","SW8038",0,"Intermediate"
"28124","SW8039",0,"Intermediate"
"28125","SW8040",0,"Intermediate"
"28126","SW8041",0,"Intermediate"
"28127","SW8042",0,"Intermediate"
"28128","SW8043",0,"Intermediate"
"28129","SW8044",0,"Intermediate"
"28130","SW8045",0,"Intermediate"
"28131","SW8046",0,"Intermediate"
"28132","SW8047",0,"Intermediate"
"28133","SW8048",0,"Intermediate"
"28134","SW8049",0,"Intermediate"
"28135","SW8050",0,"Intermediate"
"28136","SW8051",0,"Intermediate"
"28137","SW8052",0,"Intermediate"
"28138","SW8053",0,"Intermediate"
"28139","SW8054",0,"Intermediate"
"28140","SW8055",0,"Intermediate"
"28141","SW8060",0,"Intermediate"
"28142","SW8061",0,"Intermediate"
"28143","SW8062",0,"Intermediate"
"28144","SW8121",0,"Intermediate"
"28145","SW8131",0,"Intermediate"
"28146","SW8132",0,"Intermediate"
"28147","SW8133",0,"Intermediate"
"28148","SW8134",0,"Intermediate"
"28149","SW8135",0,"Intermediate"
"28150","SW8136",0,"Intermediate"
"28151","SW8137",0,"Intermediate"
"28152","SW8138",0,"Intermediate"
"28153","SW8139",0,"Intermediate"
"28154","SW8140",0,"Intermediate"
"28155","SW8141",0,"Intermediate"
"28156","SW8142",0,"Intermediate"
"28157","SW8143",0,"Intermediate"
"28158","SW8144",0,"Intermediate"
"28159","SW8145",0,"Intermediate"
"28160","SW8146",0,"Intermediate"
"28161","SW8147",0,"Intermediate"
"28162","SW8148",0,"Intermediate"
"28163","SW8149",0,"Intermediate"
"28164","SW8150",0,"Intermediate"
"28165","SW8151",0,"Intermediate"
"28166","SW8153",0,"Intermediate"
"28167","SW8154",0,"Intermediate"
"28168","SW8155",0,"Intermediate"
"28169","SW8160",0,"Intermediate"
"28170","SW8161",0,"Intermediate"
"28171","SW8162",0,"Intermediate"
"28172","SW8231",0,"Intermediate"
"28173","SW8232",0,"Intermediate"
"28174","SW8233",0,"Intermediate"
"28175","SW8234",0,"Intermediate"
"28176","SW8235",0,"Intermediate"
"28177","SW8237",0,"Intermediate"
"28178","SW8238",0,"Intermediate"
"28179","SW8239",0,"Intermediate"
"28180","SW8240",0,"Intermediate"
"28181","SW8241",0,"Intermediate"
"28182","SW8242",0,"Intermediate"
"28183","SW8244",0,"Intermediate"
"28184","SW8245",0,"Intermediate"
"28185","SW8246",0,"Intermediate"
"28186","SW8247",0,"Intermediate"
"28187","SW8248",0,"Intermediate"
"28188","SW8249",0,"Intermediate"
"28189","SW8250",0,"Intermediate"
"28190","SW8251",0,"Intermediate"
"28191","SW8252",0,"Intermediate"
"28192","SW8253",0,"Intermediate"
"28193","SW8254",0,"Intermediate"
"28194","SW8255",0,"Intermediate"
"28195","SW8256",0,"Intermediate"
"28196","SW8257",0,"Intermediate"
"28197","SW8258",0,"Intermediate"
"28198","SW8259",0,"Intermediate"
"28199","SW8260",0,"Intermediate"
"28200","SW8261",0,"Intermediate"
"28201","SW8262",0,"Intermediate"
"28202","SW8263",0,"Intermediate"
"28203","SW8338",0,"Intermediate"
"28204","SW8339",0,"Intermediate"
"28205","SW8340",0,"Intermediate"
"28206","SW8341",0,"Intermediate"
"28207","SW8342",0,"Intermediate"
"28208","SW8343",1,"Intermediate"
"28209","SW8344",0,"Intermediate"
"28210","SW8345",0,"Intermediate"
"28211","SW8348",0,"Intermediate"
"28212","SW8349",0,"Intermediate"
"28213","SW8350",0,"Intermediate"
"28214","SW8351",0,"Intermediate"
"28215","SW8352",0,"Intermediate"
"28216","SW8353",0,"Intermediate"
"28217","SW8354",0,"Intermediate"
"28218","SW8355",0,"Intermediate"
"28219","SW8356",0,"Intermediate"
"28220","SW8359",0,"Intermediate"
"28221","SW8360",0,"Intermediate"
"28222","SW8361",0,"Intermediate"
"28223","SW8362",0,"Intermediate"
"28224","SW8363",0,"Intermediate"
"28225","SW8364",0,"Intermediate"
"28226","SW8433",0,"Intermediate"
"28227","SW8435",0,"Intermediate"
"28228","SW8436",1,"Intermediate"
"28229","SW8437",0,"Intermediate"
"28230","SW8438",0,"Intermediate"
"28231","SW8439",0,"Intermediate"
"28232","SW8441",0,"Intermediate"
"28233","SW8443",0,"Intermediate"
"28234","SW8444",0,"Intermediate"
"28235","SW8446",0,"Intermediate"
"28236","SW8448",0,"Intermediate"
"28237","SW8449",0,"Intermediate"
"28238","SW8451",0,"Intermediate"
"28239","SW8452",0,"Intermediate"
"28240","SW8454",0,"Intermediate"
"28241","SW8455",0,"Intermediate"
"28242","SW8456",0,"Intermediate"
"28243","SW8457",0,"Intermediate"
"28244","SW8458",0,"Intermediate"
"28245","SW8459",0,"Intermediate"
"28246","SW8460",0,"Intermediate"
"28247","SW8463",0,"Intermediate"
"28248","SW8464",0,"Intermediate"
"28249","SW8465",0,"Intermediate"
"28250","SW8466",0,"Intermediate"
"28251","SW8467",0,"Intermediate"
"28252","SW8468",0,"Intermediate"
"28253","SW8476",0,"Intermediate"
"28254","SW8532",0,"Intermediate"
"28255","SW8536",0,"Intermediate"
"28256","SW8537",3.5,"Intermediate"
"28257","SW8538",24,"Intermediate"
"28258","SW8539",0,"Intermediate"
"28259","SW8541",0,"Intermediate"
"28260","SW8542",0,"Intermediate"
"28261","SW8545",0,"Intermediate"
"28262","SW8546",0,"Intermediate"
"28263","SW8547",0,"Intermediate"
"28264","SW8548",0,"Intermediate"
"28265","SW8549",0,"Intermediate"
"28266","SW8551",0,"Intermediate"
"28267","SW8553",0,"Intermediate"
"28268","SW8554",0,"Intermediate"
"28269","SW8555",0,"Intermediate"
"28270","SW8556",0,"Intermediate"
"28271","SW8557",0,"Intermediate"
"28272","SW8558",0,"Intermediate"
"28273","SW8559",0,"Intermediate"
"28274","SW8560",0,"Intermediate"
"28275","SW8561",0,"Intermediate"
"28276","SW8564",0,"Intermediate"
"28277","SW8566",0,"Intermediate"
"28278","SW8567",0,"Intermediate"
"28279","SW8568",0,"Intermediate"
"28280","SW8571",0,"Intermediate"
"28281","SW8572",0,"Intermediate"
"28282","SW8573",0,"Intermediate"
"28283","SW8574",0,"Intermediate"
"28284","SW8575",0,"Intermediate"
"28285","SW8576",0,"Intermediate"
"28286","SW8632",1,"Intermediate"
"28287","SW8633",0,"Intermediate"
"28288","SW8638",8,"Intermediate"
"28289","SW8639",0,"Intermediate"
"28290","SW8640",0,"Intermediate"
"28291","SW8641",0,"Intermediate"
"28292","SW8642",0,"Intermediate"
"28293","SW8643",0,"Intermediate"
"28294","SW8644",0,"Intermediate"
"28295","SW8645",0,"Intermediate"
"28296","SW8648",0,"Intermediate"
"28297","SW8649",0,"Intermediate"
"28298","SW8650",0,"Intermediate"
"28299","SW8651",0,"Intermediate"
"28300","SW8652",1,"Intermediate"
"28301","SW8653",0,"Intermediate"
"28302","SW8654",0,"Intermediate"
"28303","SW8655",0,"Intermediate"
"28304","SW8656",0,"Intermediate"
"28305","SW8657",0,"Intermediate"
"28306","SW8658",0,"Intermediate"
"28307","SW8660",0,"Intermediate"
"28308","SW8661",0,"Intermediate"
"28309","SW8662",0,"Intermediate"
"28310","SW8663",0,"Intermediate"
"28311","SW8664",0,"Intermediate"
"28312","SW8666",0,"Intermediate"
"28313","SW8668",0,"Intermediate"
"28314","SW8669",0,"Intermediate"
"28315","SW8670",0,"Intermediate"
"28316","SW8672",0,"Intermediate"
"28317","SW8673",0,"Intermediate"
"28318","SW8674",0,"Intermediate"
"28319","SW8675",0,"Intermediate"
"28320","SW8676",0,"Intermediate"
"28321","SW8733",4,"Intermediate"
"28322","SW8734",0,"Intermediate"
"28323","SW8737",0,"Intermediate"
"28324","SW8739",0,"Intermediate"
"28325","SW8740",0,"Intermediate"
"28326","SW8741",0,"Intermediate"
"28327","SW8742",0,"Intermediate"
"28328","SW8743",0,"Intermediate"
"28329","SW8744",0,"Intermediate"
"28330","SW8745",0,"Intermediate"
"28331","SW8746",0,"Intermediate"
"28332","SW8748",0,"Intermediate"
"28333","SW8749",0,"Intermediate"
"28334","SW8750",6,"Intermediate"
"28335","SW8751",0,"Intermediate"
"28336","SW8752",0,"Intermediate"
"28337","SW8753",0,"Intermediate"
"28338","SW8754",0,"Intermediate"
"28339","SW8755",0,"Intermediate"
"28340","SW8756",0,"Intermediate"
"28341","SW8757",0,"Intermediate"
"28342","SW8758",0,"Intermediate"
"28343","SW8759",0,"Intermediate"
"28344","SW8760",0,"Intermediate"
"28345","SW8761",0,"Intermediate"
"28346","SW8762",0,"Intermediate"
"28347","SW8763",0,"Intermediate"
"28348","SW8764",0,"Intermediate"
"28349","SW8765",0,"Intermediate"
"28350","SW8766",0,"Intermediate"
"28351","SW8767",0,"Intermediate"
"28352","SW8768",0,"Intermediate"
"28353","SW8769",0,"Intermediate"
"28354","SW8770",0,"Intermediate"
"28355","SW8771",0,"Intermediate"
"28356","SW8772",0,"Intermediate"
"28357","SW8773",0,"Intermediate"
"28358","SW8775",0,"Intermediate"
"28359","SW8776",0,"Intermediate"
"28360","SW8837",0,"Intermediate"
"28361","SW8838",0,"Intermediate"
"28362","SW8839",0,"Intermediate"
"28363","SW8842",0,"Intermediate"
"28364","SW8843",0,"Intermediate"
"28365","SW8844",0,"Intermediate"
"28366","SW8845",0,"Intermediate"
"28367","SW8846",0,"Intermediate"
"28368","SW8847",0,"Intermediate"
"28369","SW8848",0,"Intermediate"
"28370","SW8849",0,"Intermediate"
"28371","SW8851",0,"Intermediate"
"28372","SW8852",0,"Intermediate"
"28373","SW8853",0,"Intermediate"
"28374","SW8854",0,"Intermediate"
"28375","SW8855",0,"Intermediate"
"28376","SW8856",0,"Intermediate"
"28377","SW8857",0,"Intermediate"
"28378","SW8858",0,"Intermediate"
"28379","SW8859",0,"Intermediate"
"28380","SW8860",0,"Intermediate"
"28381","SW8862",0,"Intermediate"
"28382","SW8863",0,"Intermediate"
"28383","SW8864",0,"Intermediate"
"28384","SW8865",0,"Intermediate"
"28385","SW8866",0,"Intermediate"
"28386","SW8867",0,"Intermediate"
"28387","SW8868",0,"Intermediate"
"28388","SW8870",0,"Intermediate"
"28389","SW8871",0,"Intermediate"
"28390","SW8872",0,"Intermediate"
"28391","SW8873",0,"Intermediate"
"28392","SW8876",0,"Intermediate"
"28393","SW8938",0,"Intermediate"
"28394","SW8939",0,"Intermediate"
"28395","SW8940",0,"Intermediate"
"28396","SW8941",0,"Intermediate"
"28397","SW8942",0,"Intermediate"
"28398","SW8943",0,"Intermediate"
"28399","SW8944",0,"Intermediate"
"28400","SW8945",0,"Intermediate"
"28401","SW8946",0,"Intermediate"
"28402","SW8947",0,"Intermediate"
"28403","SW8948",0,"Intermediate"
"28404","SW8949",0,"Intermediate"
"28405","SW8950",0,"Intermediate"
"28406","SW8951",0,"Intermediate"
"28407","SW8952",0,"Intermediate"
"28408","SW8953",0,"Intermediate"
"28409","SW8954",0,"Intermediate"
"28410","SW8956",0,"Intermediate"
"28411","SW8957",0,"Intermediate"
"28412","SW8958",0,"Intermediate"
"28413","SW8959",0,"Intermediate"
"28414","SW8962",0,"Intermediate"
"28415","SW8963",0,"Intermediate"
"28416","SW8964",0,"Intermediate"
"28417","SW8965",0,"Intermediate"
"28418","SW8966",0,"Intermediate"
"28419","SW8967",0,"Intermediate"
"28420","SW8968",0,"Intermediate"
"28421","SW8969",0,"Intermediate"
"28422","SW8970",0,"Intermediate"
"28423","SW8971",0,"Intermediate"
"28424","SW8972",0,"Intermediate"
"28425","SW8973",0,"Intermediate"
"28426","SW8975",0,"Intermediate"
"28427","SW8976",0,"Intermediate"
"28428","SW8977",0,"Intermediate"
"28429","SW9040",0,"Intermediate"
"28430","SW9041",0,"Intermediate"
"28431","SW9042",0,"Intermediate"
"28432","SW9043",1,"Intermediate"
"28433","SW9044",0,"Intermediate"
"28434","SW9045",0,"Intermediate"
"28435","SW9046",0,"Intermediate"
"28436","SW9047",0,"Intermediate"
"28437","SW9049",0,"Intermediate"
"28438","SW9050",0,"Intermediate"
"28439","SW9051",0,"Intermediate"
"28440","SW9054",0,"Intermediate"
"28441","SW9056",0,"Intermediate"
"28442","SW9058",0,"Intermediate"
"28443","SW9059",0,"Intermediate"
"28444","SW9060",0,"Intermediate"
"28445","SW9061",0,"Intermediate"
"28446","SW9062",0,"Intermediate"
"28447","SW9063",0,"Intermediate"
"28448","SW9064",0,"Intermediate"
"28449","SW9068",0,"Intermediate"
"28450","SW9069",0,"Intermediate"
"28451","SW9071",0,"Intermediate"
"28452","SW9072",0,"Intermediate"
"28453","SW9073",0,"Intermediate"
"28454","SW9074",0,"Intermediate"
"28455","SW9075",0,"Intermediate"
"28456","SW9076",0,"Intermediate"
"28457","SW9077",0,"Intermediate"
"28458","SW9078",0,"Intermediate"
"28459","SW9137",0,"Intermediate"
"28460","SW9140",0,"Intermediate"
"28461","SW9141",0,"Intermediate"
"28462","SW9142",0,"Intermediate"
"28463","SW9143",0,"Intermediate"
"28464","SW9144",0,"Intermediate"
"28465","SW9145",0,"Intermediate"
"28466","SW9147",0,"Intermediate"
"28467","SW9148",0,"Intermediate"
"28468","SW9149",0,"Intermediate"
"28469","SW9150",0,"Intermediate"
"28470","SW9151",0,"Intermediate"
"28471","SW9152",0,"Intermediate"
"28472","SW9153",0,"Intermediate"
"28473","SW9154",0,"Intermediate"
"28474","SW9155",0,"Intermediate"
"28475","SW9157",0,"Intermediate"
"28476","SW9158",0,"Intermediate"
"28477","SW9159",0,"Intermediate"
"28478","SW9160",0,"Intermediate"
"28479","SW9162",0,"Intermediate"
"28480","SW9165",0,"Intermediate"
"28481","SW9166",0,"Intermediate"
"28482","SW9167",0,"Intermediate"
"28483","SW9170",0,"Intermediate"
"28484","SW9171",0,"Intermediate"
"28485","SW9172",0,"Intermediate"
"28486","SW9174",0,"Intermediate"
"28487","SW9175",0,"Intermediate"
"28488","SW9176",0,"Intermediate"
"28489","SW9177",0,"Intermediate"
"28490","SW9178",0,"Intermediate"
"28491","SW9237",0,"Intermediate"
"28492","SW9238",0,"Intermediate"
"28493","SW9239",0,"Intermediate"
"28494","SW9240",0,"Intermediate"
"28495","SW9242",0,"Intermediate"
"28496","SW9243",0,"Intermediate"
"28497","SW9244",0,"Intermediate"
"28498","SW9245",10,"Intermediate"
"28499","SW9246",9,"Intermediate"
"28500","SW9248",0,"Intermediate"
"28501","SW9249",0,"Intermediate"
"28502","SW9250",0,"Intermediate"
"28503","SW9252",0,"Intermediate"
"28504","SW9253",0,"Intermediate"
"28505","SW9258",0,"Intermediate"
"28506","SW9259",0,"Intermediate"
"28507","SW9261",0,"Intermediate"
"28508","SW9262",0,"Intermediate"
"28509","SW9263",0,"Intermediate"
"28510","SW9265",0,"Intermediate"
"28511","SW9269",0,"Intermediate"
"28512","SW9270",0,"Intermediate"
"28513","SW9271",0,"Intermediate"
"28514","SW9272",0,"Intermediate"
"28515","SW9274",0,"Intermediate"
"28516","SW9277",0,"Intermediate"
"28517","SW9278",0,"Intermediate"
"28518","SW9280",0,"Intermediate"
"28519","SW9338",0,"Intermediate"
"28520","SW9339",0,"Intermediate"
"28521","SW9341",0,"Intermediate"
"28522","SW9342",0,"Intermediate"
"28523","SW9343",0,"Intermediate"
"28524","SW9344",0,"Intermediate"
"28525","SW9347",2.67,"Intermediate"
"28526","SW9348",4.5,"Intermediate"
"28527","SW9349",9,"Intermediate"
"28528","SW9350",0,"Intermediate"
"28529","SW9351",0,"Intermediate"
"28530","SW9352",0,"Intermediate"
"28531","SW9353",0,"Intermediate"
"28532","SW9357",0,"Intermediate"
"28533","SW9358",0,"Intermediate"
"28534","SW9359",0,"Intermediate"
"28535","SW9360",0,"Intermediate"
"28536","SW9363",0,"Intermediate"
"28537","SW9365",0,"Intermediate"
"28538","SW9366",0,"Intermediate"
"28539","SW9367",0,"Intermediate"
"28540","SW9368",0,"Intermediate"
"28541","SW9369",0,"Intermediate"
"28542","SW9370",0,"Intermediate"
"28543","SW9371",0,"Intermediate"
"28544","SW9372",0,"Intermediate"
"28545","SW9377",0,"Intermediate"
"28546","SW9378",0,"Intermediate"
"28547","SW9379",0,"Intermediate"
"28548","SW9381",0,"Intermediate"
"28549","SW9439",0,"Intermediate"
"28550","SW9440",0,"Intermediate"
"28551","SW9441",0,"Intermediate"
"28552","SW9442",0,"Intermediate"
"28553","SW9443",0,"Intermediate"
"28554","SW9449",0,"Intermediate"
"28555","SW9451",0,"Intermediate"
"28556","SW9454",0,"Intermediate"
"28557","SW9456",0,"Intermediate"
"28558","SW9458",0,"Intermediate"
"28559","SW9459",0,"Intermediate"
"28560","SW9460",0,"Intermediate"
"28561","SW9462",0,"Intermediate"
"28562","SW9463",0,"Intermediate"
"28563","SW9464",0,"Intermediate"
"28564","SW9465",0,"Intermediate"
"28565","SW9466",0,"Intermediate"
"28566","SW9467",0,"Intermediate"
"28567","SW9468",0,"Intermediate"
"28568","SW9469",0,"Intermediate"
"28569","SW9470",0,"Intermediate"
"28570","SW9474",0,"Intermediate"
"28571","SW9476",0,"Intermediate"
"28572","SW9478",0,"Intermediate"
"28573","SW9479",0,"Intermediate"
"28574","SW9480",0,"Intermediate"
"28575","SW9540",0,"Intermediate"
"28576","SW9541",0,"Intermediate"
"28577","SW9542",0,"Intermediate"
"28578","SW9545",0,"Intermediate"
"28579","SW9549",0,"Intermediate"
"28580","SW9552",0,"Intermediate"
"28581","SW9553",0,"Intermediate"
"28582","SW9554",0,"Intermediate"
"28583","SW9557",0,"Intermediate"
"28584","SW9559",0,"Intermediate"
"28585","SW9560",0,"Intermediate"
"28586","SW9562",0,"Intermediate"
"28587","SW9563",0,"Intermediate"
"28588","SW9564",0,"Intermediate"
"28589","SW9565",0,"Intermediate"
"28590","SW9566",0,"Intermediate"
"28591","SW9567",0,"Intermediate"
"28592","SW9568",0,"Intermediate"
"28593","SW9570",0,"Intermediate"
"28594","SW9575",0,"Intermediate"
"28595","SW9576",0,"Intermediate"
"28596","SW9578",0,"Intermediate"
"28597","SW9641",0,"Intermediate"
"28598","SW9642",0,"Intermediate"
"28599","SW9645",0,"Intermediate"
"28600","SW9649",0,"Intermediate"
"28601","SW9652",0,"Intermediate"
"28602","SW9654",0,"Intermediate"
"28603","SW9658",0,"Intermediate"
"28604","SW9660",0,"Intermediate"
"28605","SW9661",0,"Intermediate"
"28606","SW9663",0,"Intermediate"
"28607","SW9664",0,"Intermediate"
"28608","SW9665",0,"Intermediate"
"28609","SW9667",0,"Intermediate"
"28610","SW9668",0,"Intermediate"
"28611","SW9669",0,"Intermediate"
"28612","SW9670",0,"Intermediate"
"28613","SW9671",0,"Intermediate"
"28614","SW9673",0,"Intermediate"
"28615","SW9675",0,"Intermediate"
"28616","SW9677",0,"Intermediate"
"28617","SW9681",0,"Intermediate"
"28618","SW9740",0,"Intermediate"
"28619","SW9743",0,"Intermediate"
"28620","SW9744",0,"Intermediate"
"28621","SW9745",0,"Intermediate"
"28622","SW9746",0,"Intermediate"
"28623","SW9747",0,"Intermediate"
"28624","SW9748",0,"Intermediate"
"28625","SW9749",0,"Intermediate"
"28626","SW9750",0,"Intermediate"
"28627","SW9751",0,"Intermediate"
"28628","SW9752",0,"Intermediate"
"28629","SW9754",0,"Intermediate"
"28630","SW9755",0,"Intermediate"
"28631","SW9758",0,"Intermediate"
"28632","SW9759",0,"Intermediate"
"28633","SW9760",0,"Intermediate"
"28634","SW9761",0,"Intermediate"
"28635","SW9762",0,"Intermediate"
"28636","SW9764",0,"Intermediate"
"28637","SW9765",0,"Intermediate"
"28638","SW9766",0,"Intermediate"
"28639","SW9767",0,"Intermediate"
"28640","SW9771",0,"Intermediate"
"28641","SW9772",0,"Intermediate"
"28642","SW9774",0,"Intermediate"
"28643","SW9775",0,"Intermediate"
"28644","SW9776",0,"Intermediate"
"28645","SW9781",0,"Intermediate"
"28646","SW9841",0,"Intermediate"
"28647","SW9842",0,"Intermediate"
"28648","SW9843",0,"Intermediate"
"28649","SW9844",0,"Intermediate"
"28650","SW9845",0,"Intermediate"
"28651","SW9846",0,"Intermediate"
"28652","SW9847",0,"Intermediate"
"28653","SW9848",0,"Intermediate"
"28654","SW9849",0,"Intermediate"
"28655","SW9850",0,"Intermediate"
"28656","SW9853",0,"Intermediate"
"28657","SW9854",0,"Intermediate"
"28658","SW9855",0,"Intermediate"
"28659","SW9858",0,"Intermediate"
"28660","SW9859",0,"Intermediate"
"28661","SW9860",0,"Intermediate"
"28662","SW9861",0,"Intermediate"
"28663","SW9862",0,"Intermediate"
